"Order ID","Year","Order Date","Ship Date","shipment days","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit"
"CA-2011-140662","2011","11/17/2011","11/19/2011","2","First Class","TS-21205","Thomas Seio","Corporate","United States","San Francisco","California","94109","West","OFF-PA-10003395","Office Supplies","Paper","Xerox 1941","734","7","0","352"
"CA-2011-140662","2011","11/17/2011","11/19/2011","2","First Class","TS-21205","Thomas Seio","Corporate","United States","San Francisco","California","94109","West","OFF-AP-10001242","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector","241","3","0","72"
"CA-2013-122518","2013","3/5/2013","3/9/2013","4","Second Class","RF-19345","Randy Ferguson","Corporate","United States","Miami","Florida","33180","South","OFF-LA-10001641","Office Supplies","Labels","Avery 518","10","4","0.2","4"
"US-2011-126571","2011","10/11/2011","10/15/2011","4","Standard Class","JF-15565","Jill Fjeld","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-ST-10003816","Office Supplies","Storage","Fellowes High-Stak Drawer Files","282","2","0.2","11"
"US-2011-126571","2011","10/11/2011","10/15/2011","4","Standard Class","JF-15565","Jill Fjeld","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-EN-10002230","Office Supplies","Envelopes","Airmail Envelopes","201","3","0.2","68"
"CA-2011-143840","2011","5/22/2011","5/29/2011","7","Standard Class","EH-14185","Evan Henry","Consumer","United States","Decatur","Alabama","35601","South","TEC-PH-10002660","Technology","Phones","Nortel Networks T7316 E Nt8 B27","136","2","0","34"
"CA-2011-143840","2011","5/22/2011","5/29/2011","7","Standard Class","EH-14185","Evan Henry","Consumer","United States","Decatur","Alabama","35601","South","TEC-PH-10003171","Technology","Phones","Plantronics Encore H101 Dual Earpieces Headset","45","1","0","13"
"CA-2011-115980","2011","7/15/2011","7/19/2011","4","Standard Class","VW-21775","Victoria Wilson","Corporate","United States","Sioux Falls","South Dakota","57103","Central","TEC-AC-10003709","Technology","Accessories","Maxell 4.7GB DVD-R 5/Pack","3","3","0","1"
"CA-2011-115980","2011","7/15/2011","7/19/2011","4","Standard Class","VW-21775","Victoria Wilson","Corporate","United States","Sioux Falls","South Dakota","57103","Central","OFF-FA-10000304","Office Supplies","Fasteners","Advantus Push Pins","7","3","0","3"
"CA-2012-155145","2012","12/27/2012","12/29/2012","2","Second Class","KN-16450","Kean Nguyen","Corporate","United States","Visalia","California","93277","West","TEC-AC-10003709","Technology","Accessories","Maxell 4.7GB DVD-R 5/Pack","8","8","0","3"
"CA-2012-146038","2012","2/9/2012","2/16/2012","7","Standard Class","SJ-20215","Sarah Jordon","Consumer","United States","Los Angeles","California","90049","West","FUR-CH-10002774","Furniture","Chairs","Global Deluxe Stacking Chair, Gray","204","5","0.2","23"
"CA-2014-133865","2014","5/9/2014","5/13/2014","4","Standard Class","PS-19045","Penelope Sewall","Home Office","United States","Los Angeles","California","90032","West","TEC-CO-10001046","Technology","Copiers","Canon Imageclass D680 Copier / Fax","3,360","6","0.2","1,050"
"CA-2014-116358","2014","11/3/2014","11/7/2014","4","Standard Class","KM-16225","Kalyca Meade","Corporate","United States","Overland Park","Kansas","66212","Central","OFF-FA-10003495","Office Supplies","Fasteners","Staples","18","3","0","9"
"CA-2014-116358","2014","11/3/2014","11/7/2014","4","Standard Class","KM-16225","Kalyca Meade","Corporate","United States","Overland Park","Kansas","66212","Central","OFF-AR-10004685","Office Supplies","Art","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","28","6","0","9"
"CA-2011-102988","2011","4/5/2011","4/9/2011","4","Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia","22304","South","OFF-AR-10004757","Office Supplies","Art","Crayola Colored Pencils","23","7","0","8"
"CA-2011-102988","2011","4/5/2011","4/9/2011","4","Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia","22304","South","TEC-PH-10001615","Technology","Phones","AT&T CL82213","29","1","0","8"
"CA-2011-102988","2011","4/5/2011","4/9/2011","4","Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia","22304","South","OFF-PA-10003349","Office Supplies","Paper","Xerox 1957","13","2","0","6"
"CA-2011-102988","2011","4/5/2011","4/9/2011","4","Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia","22304","South","OFF-AR-10000127","Office Supplies","Art","Newell 321","23","7","0","7"
"CA-2011-102988","2011","4/5/2011","4/9/2011","4","Second Class","GM-14695","Greg Maxwell","Corporate","United States","Alexandria","Virginia","22304","South","OFF-SU-10002881","Office Supplies","Supplies","Martin Yale Chadless Opener Electric Letter Opener","4,164","5","0","83"
"US-2011-117170","2011","9/17/2011","9/24/2011","7","Standard Class","KT-16465","Kean Takahito","Consumer","United States","Raleigh","North Carolina","27604","South","TEC-AC-10001109","Technology","Accessories","Logitech Trackman Marble Mouse","48","2","0.2","13"
"US-2011-117170","2011","9/17/2011","9/24/2011","7","Standard Class","KT-16465","Kean Takahito","Consumer","United States","Raleigh","North Carolina","27604","South","OFF-PA-10000682","Office Supplies","Paper","Xerox 1924","5","1","0.2","2"
"CA-2011-159478","2011","9/30/2011","10/6/2011","6","Standard Class","MH-17785","Maya Herman","Corporate","United States","New York City","New York","10035","East","FUR-FU-10000221","Furniture","Furnishings","Master Caster Door Stop, Brown","15","3","0","5"
"CA-2011-103702","2011","9/12/2011","9/17/2011","5","Standard Class","AF-10885","Art Foster","Consumer","United States","Fairfield","Ohio","45014","East","OFF-BI-10002429","Office Supplies","Binders","Premier Elliptical Ring Binder, Black","64","7","0.7","-47"
"CA-2014-150525","2014","2/21/2014","2/26/2014","5","Standard Class","JP-16135","Julie Prescott","Home Office","United States","Muskogee","Oklahoma","74403","Central","OFF-AR-10002375","Office Supplies","Art","Newell 351","7","2","0","2"
"CA-2014-150525","2014","2/21/2014","2/26/2014","5","Standard Class","JP-16135","Julie Prescott","Home Office","United States","Muskogee","Oklahoma","74403","Central","OFF-AP-10000595","Office Supplies","Appliances","Disposable Triple-Filter Dust Bags","13","3","0","3"
"CA-2012-157770","2012","12/13/2012","12/15/2012","2","First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California","92592","West","TEC-PH-10001530","Technology","Phones","Plantronics Voyager Pro Legend","494","3","0.2","49"
"CA-2012-157770","2012","12/13/2012","12/15/2012","2","First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California","92592","West","OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders","29","5","0.2","10"
"CA-2012-157770","2012","12/13/2012","12/15/2012","2","First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California","92592","West","TEC-AC-10001552","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard","249","5","0","27"
"CA-2012-157770","2012","12/13/2012","12/15/2012","2","First Class","RD-19585","Rob Dowd","Consumer","United States","Temecula","California","92592","West","TEC-AC-10003399","Technology","Accessories","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive","36","1","0","15"
"CA-2013-167290","2013","10/31/2013","11/5/2013","5","Standard Class","JF-15295","Jason Fortune-","Consumer","United States","Sterling Heights","Michigan","48310","Central","OFF-AR-10004078","Office Supplies","Art","Newell 312","12","2","0","4"
"CA-2011-106264","2011","12/26/2011","12/30/2011","4","Standard Class","CK-12595","Clytie Kelty","Consumer","United States","San Diego","California","92024","West","OFF-SU-10002189","Office Supplies","Supplies","Acme Rosewood Handle Letter Opener","12","3","0","0"
"CA-2011-106264","2011","12/26/2011","12/30/2011","4","Standard Class","CK-12595","Clytie Kelty","Consumer","United States","San Diego","California","92024","West","FUR-FU-10001852","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Smoke","3","2","0","1"
"CA-2011-138023","2011","8/15/2011","8/18/2011","3","First Class","KH-16510","Keith Herrera","Consumer","United States","Dallas","Texas","75081","Central","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers","31","8","0.8","-53"
"CA-2014-113418","2014","10/2/2014","10/4/2014","2","First Class","CM-12655","Corinna Mitchell","Home Office","United States","New York City","New York","10035","East","TEC-MA-10002428","Technology","Machines","Fellowes Powershred HS-440 4-Sheet High Security Shredder","1,705","11","0","767"
"US-2012-110569","2012","5/23/2012","5/30/2012","7","Standard Class","EB-13870","Emily Burns","Consumer","United States","Phoenix","Arizona","85023","West","OFF-BI-10001036","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders","19","7","0.7","-13"
"US-2012-110569","2012","5/23/2012","5/30/2012","7","Standard Class","EB-13870","Emily Burns","Consumer","United States","Phoenix","Arizona","85023","West","OFF-AP-10004708","Office Supplies","Appliances","Fellowes Superior 10 Outlet Split Surge Protector","122","4","0.2","14"
"CA-2014-136308","2014","11/17/2014","11/17/2014","0","Same Day","MW-18235","Mitch Willingham","Corporate","United States","San Francisco","California","94122","West","TEC-MA-10000488","Technology","Machines","Bady BDG101FRU Card Printer","1,920","3","0.2","216"
"US-2011-159926","2011","11/18/2011","11/22/2011","4","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10003656","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine","51","1","0.7","-41"
"US-2011-159926","2011","11/18/2011","11/22/2011","4","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-ST-10003656","Office Supplies","Storage","Safco Industrial Wire Shelving","77","1","0.2","-16"
"US-2011-159926","2011","11/18/2011","11/22/2011","4","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Philadelphia","Pennsylvania","19140","East","TEC-PH-10001128","Technology","Phones","Motorola Droid Maxx","540","6","0.4","-108"
"US-2011-159926","2011","11/18/2011","11/22/2011","4","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10001473","Furniture","Furnishings","Eldon Executive Woodline II Desk Accessories, Mahogany","60","3","0.2","5"
"US-2011-159926","2011","11/18/2011","11/22/2011","4","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10004656","Office Supplies","Binders","Peel & Stick Add-On Corner Pockets","2","3","0.7","-1"
"CA-2011-104738","2011","12/30/2011","1/1/2012","2","Second Class","SP-20620","Stefania Perrino","Corporate","United States","Laredo","Texas","78041","Central","OFF-EN-10004955","Office Supplies","Envelopes","Fashion Color Clasp Envelopes","13","3","0.2","5"
"CA-2011-104738","2011","12/30/2011","1/1/2012","2","Second Class","SP-20620","Stefania Perrino","Corporate","United States","Laredo","Texas","78041","Central","TEC-PH-10002468","Technology","Phones","Plantronics CS 50-USB - headset - Convertible, Monaural","218","2","0.2","19"
"CA-2011-104738","2011","12/30/2011","1/1/2012","2","Second Class","SP-20620","Stefania Perrino","Corporate","United States","Laredo","Texas","78041","Central","TEC-PH-10000576","Technology","Phones","AT&T 1080 Corded phone","329","3","0.2","29"
"CA-2011-104738","2011","12/30/2011","1/1/2012","2","Second Class","SP-20620","Stefania Perrino","Corporate","United States","Laredo","Texas","78041","Central","OFF-BI-10002160","Office Supplies","Binders","Acco Hanging Data Binders","2","3","0.8","-4"
"CA-2011-104738","2011","12/30/2011","1/1/2012","2","Second Class","SP-20620","Stefania Perrino","Corporate","United States","Laredo","Texas","78041","Central","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","48","2","0.2","14"
"CA-2012-144386","2012","11/5/2012","11/11/2012","6","Standard Class","GT-14635","Grant Thornton","Corporate","United States","New York City","New York","10009","East","OFF-BI-10001116","Office Supplies","Binders","Wilson Jones 1"" Hanging DublLock Ring Binders","25","6","0.2","9"
"CA-2013-111416","2013","9/18/2013","9/23/2013","5","Standard Class","LW-17215","Luke Weiss","Consumer","United States","New York City","New York","10035","East","OFF-BI-10002026","Office Supplies","Binders","Avery Arch Ring Binders","232","5","0.2","78"
"CA-2013-162747","2013","3/21/2013","3/26/2013","5","Second Class","AH-10030","Aaron Hawkins","Corporate","United States","Gulfport","Mississippi","39503","South","FUR-FU-10003691","Furniture","Furnishings","Eldon Image Series Desk Accessories, Ebony","86","7","0","38"
"US-2011-133130","2011","9/27/2011","10/1/2011","4","Standard Class","TH-21100","Thea Hendricks","Consumer","United States","San Diego","California","92037","West","FUR-CH-10002602","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair","604","5","0.2","45"
"US-2011-133130","2011","9/27/2011","10/1/2011","4","Standard Class","TH-21100","Thea Hendricks","Consumer","United States","San Diego","California","92037","West","OFF-PA-10000675","Office Supplies","Paper","Xerox 1919","82","2","0","40"
"CA-2014-169978","2014","12/25/2014","12/29/2014","4","Standard Class","HG-15025","Hunter Glantz","Consumer","United States","Oceanside","New York","11572","East","FUR-CH-10002602","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair","272","2","0.1","48"
"CA-2014-169978","2014","12/25/2014","12/29/2014","4","Standard Class","HG-15025","Hunter Glantz","Consumer","United States","Oceanside","New York","11572","East","OFF-BI-10001900","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings, Black","14","3","0.2","5"
"CA-2014-161739","2014","11/11/2014","11/16/2014","5","Second Class","EB-13750","Edward Becker","Corporate","United States","Round Rock","Texas","78664","Central","FUR-FU-10001468","Furniture","Furnishings","Tenex Antistatic Computer Chair Mats","342","5","0.6","-427"
"CA-2012-165057","2012","9/11/2012","9/15/2012","4","Standard Class","SC-20725","Steven Cartwright","Consumer","United States","Redlands","California","92374","West","OFF-AR-10004648","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener","181","9","0","49"
"CA-2012-165057","2012","9/11/2012","9/15/2012","4","Standard Class","SC-20725","Steven Cartwright","Consumer","United States","Redlands","California","92374","West","OFF-LA-10003190","Office Supplies","Labels","Avery 474","9","3","0","4"
"CA-2011-134551","2011","12/20/2011","12/25/2011","5","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Columbia","Tennessee","38401","South","OFF-AP-10004868","Office Supplies","Appliances","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","44","7","0.2","4"
"CA-2011-134551","2011","12/20/2011","12/25/2011","5","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Columbia","Tennessee","38401","South","FUR-CH-10004287","Furniture","Chairs","SAFCO Arco Folding Chair","663","3","0.2","75"
"CA-2011-134551","2011","12/20/2011","12/25/2011","5","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Columbia","Tennessee","38401","South","OFF-PA-10002689","Office Supplies","Paper","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","26","5","0.2","9"
"CA-2012-120810","2012","7/23/2012","7/27/2012","4","Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","New York City","New York","10009","East","OFF-AP-10002892","Office Supplies","Appliances","Belkin F5C206VTEL 6 Outlet Surge","69","3","0","21"
"CA-2012-120810","2012","7/23/2012","7/27/2012","4","Standard Class","TH-21550","Tracy Hopkins","Home Office","United States","New York City","New York","10009","East","FUR-FU-10002253","Furniture","Furnishings","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","129","3","0","50"
"CA-2011-165309","2011","11/11/2011","11/15/2011","4","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10001359","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System","897","5","0.8","-1,480"
"CA-2011-165309","2011","11/11/2011","11/15/2011","4","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10001267","Office Supplies","Binders","Universal Recycled Hanging Pressboard Report Binders, Letter Size","1","1","0.8","-2"
"CA-2011-165309","2011","11/11/2011","11/15/2011","4","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","OFF-AR-10003582","Office Supplies","Art","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","68","3","0.2","7"
"CA-2011-165309","2011","11/11/2011","11/15/2011","4","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","OFF-PA-10003724","Office Supplies","Paper","Wirebound Message Book, 4 per Page","22","5","0.2","8"
"CA-2011-165309","2011","11/11/2011","11/15/2011","4","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","OFF-PA-10001033","Office Supplies","Paper","Xerox 1893","262","8","0.2","95"
"CA-2011-165309","2011","11/11/2011","11/15/2011","4","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","TEC-PH-10003505","Technology","Phones","Geemarc AmpliPOWER60","148","2","0.2","17"
"CA-2011-165309","2011","11/11/2011","11/15/2011","4","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","TEC-PH-10004959","Technology","Phones","Classic Ivory Antique Telephone ZL1810","241","3","0.2","15"
"CA-2014-122595","2014","12/15/2014","12/21/2014","6","Standard Class","GM-14455","Gary Mitchum","Home Office","United States","Chicago","Illinois","60653","Central","TEC-AC-10000474","Technology","Accessories","Kensington Expert Mouse Optical USB Trackball for PC or Mac","228","3","0.2","28"
"CA-2014-122595","2014","12/15/2014","12/21/2014","6","Standard Class","GM-14455","Gary Mitchum","Home Office","United States","Chicago","Illinois","60653","Central","TEC-PH-10003095","Technology","Phones","Samsung HM1900 Bluetooth Headset","53","3","0.2","20"
"CA-2014-122595","2014","12/15/2014","12/21/2014","6","Standard Class","GM-14455","Gary Mitchum","Home Office","United States","Chicago","Illinois","60653","Central","FUR-FU-10002963","Furniture","Furnishings","Master Caster Door Stop, Gray","2","1","0.6","-1"
"US-2014-109253","2014","8/22/2014","8/23/2014","1","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","OFF-AR-10000203","Office Supplies","Art","Newell 336","17","4","0","5"
"US-2014-109253","2014","8/22/2014","8/23/2014","1","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","432","4","0.2","38"
"US-2014-109253","2014","8/22/2014","8/23/2014","1","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","FUR-FU-10000193","Furniture","Furnishings","Tenex Chairmats For Use with Hard Floors","130","4","0","10"
"US-2014-109253","2014","8/22/2014","8/23/2014","1","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","FUR-TA-10001539","Furniture","Tables","Chromcraft Rectangular Conference Tables","569","3","0.2","28"
"US-2014-109253","2014","8/22/2014","8/23/2014","1","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","OFF-BI-10000962","Office Supplies","Binders","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","117","9","0.2","42"
"US-2014-109253","2014","8/22/2014","8/23/2014","1","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","OFF-AP-10002867","Office Supplies","Appliances","Fellowes Command Center 5-outlet power strip","204","3","0","55"
"US-2014-109253","2014","8/22/2014","8/23/2014","1","First Class","PR-18880","Patrick Ryan","Consumer","United States","Oakland","California","94601","West","OFF-LA-10001158","Office Supplies","Labels","Avery Address/Shipping Labels for Typewriters, 4"" x 2""","52","5","0","25"
"CA-2013-145982","2013","8/28/2013","9/2/2013","5","Second Class","TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East","OFF-PA-10000675","Office Supplies","Paper","Xerox 1919","123","3","0","60"
"CA-2013-145982","2013","8/28/2013","9/2/2013","5","Second Class","TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East","FUR-TA-10001307","Furniture","Tables","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","245","1","0.3","21"
"CA-2013-145982","2013","8/28/2013","9/2/2013","5","Second Class","TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East","TEC-PH-10000011","Technology","Phones","PureGear Roll-On Screen Protector","60","3","0","29"
"CA-2013-145982","2013","8/28/2013","9/2/2013","5","Second Class","TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East","OFF-PA-10002666","Office Supplies","Paper","Southworth 25% Cotton Linen-Finish Paper & Envelopes","82","9","0","37"
"CA-2013-145982","2013","8/28/2013","9/2/2013","5","Second Class","TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East","OFF-FA-10000735","Office Supplies","Fasteners","Staples","12","4","0","5"
"CA-2013-145982","2013","8/28/2013","9/2/2013","5","Second Class","TB-21055","Ted Butterfield","Consumer","United States","Quincy","Massachusetts","2169","East","OFF-BI-10000174","Office Supplies","Binders","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","29","5","0","14"
"CA-2012-112011","2012","8/13/2012","8/20/2012","7","Standard Class","ON-18715","Odella Nelson","Corporate","United States","Yucaipa","California","92399","West","OFF-AR-10003156","Office Supplies","Art","50 Colored Long Pencils","51","5","0","13"
"CA-2014-154732","2014","11/6/2014","11/8/2014","2","First Class","AH-10195","Alan Haines","Corporate","United States","Chicago","Illinois","60623","Central","OFF-BI-10000474","Office Supplies","Binders","Avery Recycled Flexi-View Covers for Binding Systems","16","5","0.8","-26"
"US-2013-157308","2013","8/18/2013","8/22/2013","4","Standard Class","NM-18520","Neoma Murray","Consumer","United States","Seattle","Washington","98105","West","OFF-BI-10003712","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","16","4","0.2","6"
"CA-2013-147536","2013","12/27/2013","1/1/2014","5","Standard Class","AR-10510","Andrew Roberts","Consumer","United States","New York City","New York","10024","East","TEC-AC-10003280","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard","90","3","0","19"
"US-2011-134733","2011","9/23/2011","9/28/2011","5","Standard Class","BM-11650","Brian Moss","Corporate","United States","San Diego","California","92037","West","FUR-BO-10002916","Furniture","Bookcases","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","436","3","0.15","21"
"US-2011-134733","2011","9/23/2011","9/28/2011","5","Standard Class","BM-11650","Brian Moss","Corporate","United States","San Diego","California","92037","West","TEC-PH-10002726","Technology","Phones","netTALK DUO VoIP Telephone Service","84","2","0.2","31"
"US-2011-150434","2011","7/19/2011","7/24/2011","5","Standard Class","CA-12310","Christine Abelman","Corporate","United States","Bristol","Connecticut","6010","East","TEC-PH-10000895","Technology","Phones","Polycom VVX 310 VoIP phone","360","2","0","94"
"US-2011-150434","2011","7/19/2011","7/24/2011","5","Standard Class","CA-12310","Christine Abelman","Corporate","United States","Bristol","Connecticut","6010","East","FUR-TA-10004152","Furniture","Tables","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","71","1","0.3","-4"
"US-2011-150434","2011","7/19/2011","7/24/2011","5","Standard Class","CA-12310","Christine Abelman","Corporate","United States","Bristol","Connecticut","6010","East","OFF-BI-10003694","Office Supplies","Binders","Avery 3 1/2"" Diskette Storage Pages, 10/Pack","21","2","0","10"
"US-2011-150434","2011","7/19/2011","7/24/2011","5","Standard Class","CA-12310","Christine Abelman","Corporate","United States","Bristol","Connecticut","6010","East","OFF-BI-10002160","Office Supplies","Binders","Acco Hanging Data Binders","4","1","0","2"
"CA-2014-100335","2014","9/8/2014","9/14/2014","6","Standard Class","NF-18595","Nicole Fjeld","Home Office","United States","Chicago","Illinois","60610","Central","OFF-PA-10001685","Office Supplies","Paper","Staples","73","9","0.2","26"
"CA-2013-139234","2013","5/7/2013","5/11/2013","4","Standard Class","AF-10870","Art Ferguson","Consumer","United States","Chicago","Illinois","60610","Central","OFF-BI-10000773","Office Supplies","Binders","Insertable Tab Post Binder Dividers","3","2","0.8","-5"
"CA-2013-139234","2013","5/7/2013","5/11/2013","4","Standard Class","AF-10870","Art Ferguson","Consumer","United States","Chicago","Illinois","60610","Central","TEC-AC-10004510","Technology","Accessories","Logitech Desktop MK120 Mouse and keyboard Combo","26","2","0.2","-3"
"US-2012-142020","2012","6/4/2012","6/8/2012","4","Second Class","TC-21535","Tracy Collins","Home Office","United States","New York City","New York","10024","East","OFF-PA-10004569","Office Supplies","Paper","Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page","30","4","0","14"
"US-2012-142020","2012","6/4/2012","6/8/2012","4","Second Class","TC-21535","Tracy Collins","Home Office","United States","New York City","New York","10024","East","FUR-FU-10000672","Furniture","Furnishings","Executive Impressions 10"" Spectator Wall Clock","35","3","0","12"
"CA-2012-139962","2012","12/13/2012","12/20/2012","7","Standard Class","Dp-13240","Dean percer","Home Office","United States","Revere","Massachusetts","2151","East","OFF-PA-10004451","Office Supplies","Paper","Xerox 222","19","3","0","9"
"CA-2012-139962","2012","12/13/2012","12/20/2012","7","Standard Class","Dp-13240","Dean percer","Home Office","United States","Revere","Massachusetts","2151","East","OFF-BI-10004738","Office Supplies","Binders","Flexible Leather- Look Classic Collection Ring Binder","38","2","0","19"
"CA-2013-130050","2013","7/17/2013","7/19/2013","2","Second Class","MC-17425","Mark Cousins","Corporate","United States","Houston","Texas","77036","Central","FUR-FU-10001940","Furniture","Furnishings","Staples","10","3","0.6","-4"
"CA-2011-115161","2011","2/1/2011","2/3/2011","2","First Class","LC-17050","Liz Carlisle","Consumer","United States","Mission Viejo","California","92691","West","FUR-BO-10003966","Furniture","Bookcases","Sauder Facets Collection Library, Sky Alder Finish","291","2","0.15","3"
"CA-2011-165379","2011","7/9/2011","7/15/2011","6","Standard Class","BM-11650","Brian Moss","Corporate","United States","Dallas","Texas","75217","Central","OFF-PA-10003072","Office Supplies","Paper","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","10","2","0.2","4"
"CA-2011-165379","2011","7/9/2011","7/15/2011","6","Standard Class","BM-11650","Brian Moss","Corporate","United States","Dallas","Texas","75217","Central","OFF-PA-10002245","Office Supplies","Paper","Xerox 1895","14","3","0.2","4"
"CA-2012-115511","2012","11/21/2012","11/25/2012","4","Standard Class","NW-18400","Natalie Webber","Consumer","United States","Las Vegas","Nevada","89115","West","FUR-BO-10002598","Furniture","Bookcases","Hon Metal Bookcases, Putty","142","2","0","41"
"CA-2012-115511","2012","11/21/2012","11/25/2012","4","Standard Class","NW-18400","Natalie Webber","Consumer","United States","Las Vegas","Nevada","89115","West","OFF-BI-10002225","Office Supplies","Binders","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","66","4","0.2","23"
"CA-2013-134887","2013","3/26/2013","3/26/2013","0","Same Day","TB-21280","Toby Braunhardt","Consumer","United States","Norman","Oklahoma","73071","Central","TEC-AC-10003832","Technology","Accessories","Logitech P710e Mobile Speakerphone","1,287","5","0","245"
"CA-2014-123778","2014","9/24/2014","10/1/2014","7","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","San Francisco","California","94122","West","OFF-BI-10000822","Office Supplies","Binders","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","26","6","0.2","9"
"CA-2014-123778","2014","9/24/2014","10/1/2014","7","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","San Francisco","California","94122","West","OFF-AP-10001242","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector","161","2","0","48"
"CA-2012-161718","2012","12/4/2012","12/10/2012","6","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Hempstead","New York","11550","East","FUR-FU-10002445","Furniture","Furnishings","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","28","3","0","11"
